-5.01,-5.403342415669386
-5.1,-5.15800276577715
-6.15,-5.4552167110180285
-6.3,-5.474871903051955
-6.22,-5.28156268018129
-5.8,-5.184225048319716
-5.92,-5.542964791950051
-4.82,-5.255219002369654
-5.15,-5.147567882045235
-5.57,-5.4446547613121625
-5.82,-5.575479066588189
-5.85,-5.602205758442023
-5.4,-5.423478010690204
-5.38,-5.419938424432696
-6.1,-5.486236223755572
-5.01,-5.118831399126508
-4.96,-5.163744663485397
-5.01,-5.178640532466289
-5.82,-5.409463502505606
-6.05,-5.493649033144697
-5.6,-5.626217434143721
-5.21,-5.476792401061874
